1000
-0.622397889 -0.477126759 2.130266018
0.82773701 -2.506967717 9.645204213
-8.923252047 2.038250628 4.027543579
-6.4243375 -1.692225996 -7.474239685
2.382952171 4.147240754 -8.781909421
-1.292351942 0.592829888 -9.89840286
-7.939056784 1.711734366 5.834495937
1.267149538 3.749754086 9.183336885
-6.746278961 1.810614839 -7.15607393
0.570406281 -9.059729716 -4.194750785
0.248984539 3.03506343 9.525040508
-2.782593112 -5.073709953 8.155650979
-9.704110201 1.761688355 -1.65127204
-3.217011925 5.794264553 -7.48847999
-4.230846258 8.367543698 3.476226748
9.322848674 -0.786348029 3.53074346
3.020433749 -7.74303583 5.560789162
7.372947406 -5.385892417 -4.078211547
-0.087972844 -0.206997578 -9.997470319
1.162035837 -1.29795326 -9.84708028
-7.240276154 -0.326396145 6.889983075
8.008847346 3.068779509 -5.142077062
-6.449236719 -7.620471425 -0.579448873
2.489080098 -9.657145954 -0.737571881
-5.080467422 8.298909393 -2.305852044
-5.764157027 -8.141858288 -0.696159014
0.610139474 -6.751156745 7.351844152
7.946457442 -0.634247488 6.037511429
-3.176596206 -8.935787134 3.171899248
-3.802587973 2.575998474 8.882823682
-7.951072684 -3.061199061 -5.235408627
-4.155475928 3.306283338 8.473518177
7.672556766 -2.207103763 6.021674655
-5.35349693 8.446304437 0.00346246
-1.806488604 -4.213384582 -8.887293699
3.088922007 -7.347835303 -6.0388639
2.952065485 -2.418997546 -9.243038475
3.056175043 -8.85692017 3.494961975
-0.712943168 5.265012575 -8.471797603
8.418696562 -2.086660848 -4.97708697
1.554748755 1.775147443 9.717592699
1.127516675 0.393788487 -9.928425695
3.281042428 -6.931279929 6.418108688
-0.373024355 -7.7794659 -6.272221548
1.712760323 3.253158161 -9.29964591
-6.71140066 6.55357415 3.46522251
-4.831047303 7.938518967 -3.69335871
3.186290292 5.805056467 -7.493255207
7.303419215 -4.553428728 -5.091792866
-0.71361112 -1.370046141 -9.879966232
2.138239109 -1.315336614 9.679763587
0.547956721 -0.093013289 9.984542652
1.346893437 3.327423116 9.333495244
-0.467976575 -0.036341144 -9.988977788
-2.736574526 8.513735817 4.47520528
-4.330180244 -5.16911964 7.384425584
-4.091689591 9.102501084 0.634468528
0.352186529 -0.311140181 -9.988951719
-0.48349512 6.997137201 -7.127854058
-7.984818122 0.717174648 -5.977318804
-0.347289863 3.047255677 9.518068217
-5.67656366 6.392348916 -5.187918692
1.287037697 7.401692503 -6.599885003
1.528758453 -1.340118517 -9.791168467
-6.387589702 -6.461750169 -4.176659257
-2.078330801 9.254859453 3.16672032
6.654185296 4.259312418 -6.130259029
0.580480992 2.90912154 -9.54987192
4.477299203 -6.223704674 -6.420225228
-4.773666944 -8.022165901 -3.585660074
-2.164622934 3.166963228 9.234974362
-6.070060759 -5.841924394 5.387604455
4.45965376 -0.096863095 8.949977982
-0.859112488 3.183242008 9.440810138
-3.534718609 -2.896939557 8.894577312
-1.834017144 -6.880957403 -7.020598716
-5.516584384 6.320758656 5.441994739
6.773400411 4.739310141 -5.626720737
3.531994053 -5.959391983 7.211842012
0.360316676 -9.604694918 2.760436093
0.922643199 -1.814620894 -9.790601643
-0.74554274 1.831170842 9.802600643
-2.745947946 -5.141255506 -8.125716073
-8.559011134 1.765235839 -4.860789116
0.229772936 0.141975125 9.996351708
1.681876739 9.71407474 -1.675721509
4.681150106 0.38651527 -8.828218372
-4.825622779 -2.451523582 -8.408531199
0.91772987 -1.085747643 9.898430378
-8.52709546 2.666115055 -4.492268195
-0.548562332 -3.245194867 9.442869778
-4.713289785 -3.399814011 -8.137945938
-2.010447467 -6.965257869 6.887908521
-6.246451131 -3.291154491 7.081677089
-2.260003298 0.889154865 9.700607647
-3.502410671 8.628190901 -3.645194269
5.614325059 7.22231166 4.039501011
-6.802051068 7.210412467 -1.319868681
5.94713197 1.561652615 7.886245142
4.018917737 6.931999506 -5.982949362
-5.850304633 6.829247677 -4.374392743
-1.98191718 -3.090907523 -9.301521111
-8.62503852 -3.838306602 -3.297895232
0.948459686 0.641742138 9.934213167
5.214688589 2.342478152 8.20486557
-5.740772787 3.737871273 -7.285042632
5.153503993 4.733534785 -7.14388165
9.390764482 -3.40033777 -0.501243947
-8.963267842 1.172601605 4.276077066
-5.694712596 0.591999457 8.198767291
-4.163910654 -7.353550223 -5.346694977
-7.377054525 5.823080415 -3.416255408
0.780440842 -0.083203957 9.969151879
9.706153108 1.786997318 1.611593131
-0.645891814 -6.051290409 -7.935030445
-7.239334559 4.855560148 4.900568415
2.403930079 -5.262837206 -8.156204063
-2.559449021 -3.944810248 8.825400434
1.877309902 2.119538536 9.590790579
2.673060729 6.282975676 -7.306090815
1.417792 4.503537037 8.815215255
-2.465049741 -9.206062292 -3.028522222
-2.419621098 -7.58446116 -6.051560349
-1.211673813 -9.832054852 1.364750509
-5.387173652 -4.024892966 7.401256424
-9.433993811 2.567434772 2.099533155
8.088303015 3.301396506 -4.866223941
4.046803467 3.901865086 -8.27035855
-0.595862576 9.273428401 3.694384046
